,ID,Edad,FieRanking,Nacionalidad,Mano,Arma
0,ANDREYEVA-Darya-25941,24,77, BELARUS, Right, Sabre 
1,ANGEL-RIVERA-34766,19,9999999, GUATEMALA, Right, Foil 
2,ANNIC-Edern-28759,23,134, FRANCE, Right, Sabre 
3,A_Kristin-PAYNE-9236,78,9999999, GREAT BRITAIN, Right, Foil 
4,A_Lam-SHIN-10773,32,36, KOREA, Right, Epée 
5,Aaron_Jose-JIMENEZ_ORTIZ-31024,25,9999999, VENEZUELA, Right, Epée 
6,Aarya-BERTHIER-32053,20,517, SINGAPORE, Right, Foil 
7,Abbas_Abdulwahid-MOHSIN-24777,23,895, IRAQ, Right, Epée 
8,Abbi-MATTHEWS-12151,29,9999999, GREAT BRITAIN, Right, Epée 
9,Abdallah-TAHLA-40016,16,9999999, JORDAN, Right, Sabre 
10,Abdelkarim-EL_HAOUARI-31226,25,1060, MOROCCO, Right, Epée 
11,Abdelrahman-ADEL-32718,22,92, EGYPT, Right, Epée 
12,Abdelrhman-OSSAMA-46294,16,9999999, EGYPT, Left, Foil 
13,Abderrahmane_Ayoub-BEHLOUL-32429,21,9999999, ALGERIA, Right, Sabre 
14,Abdoul-KAFAR_KANE-34934,21,102, MALI, Right, Sabre 
15,Abdoul_Aziz_Melson-SOUMAHORO-43380,21,9999999, COTE D'IVOIRE, Left, Sabre 
16,Abdoulaye-THIAM-5874,35,9999999, SENEGAL, Right, Sabre 
17,Abdulaziz-ALABID-37457,19,9999999, SAUDI ARABIA, Right, Foil 
18,Abdulaziz-ALSHATTI-20382,28,215, KUWAIT, Right, Epée 
19,Abdulaziz-JOMAH-45069,17,9999999, KUWAIT, Right, Sabre 
20,Abdulaziz_Kh-JAHRAMI-35296,19,9999999, KUWAIT, Right, Foil 
21,Abdulbosid-NASIRDINOV-32975,21,362, UZBEKISTAN, Left, Epée 
22,Abdulhadi-ALAJMI-31591,22,9999999, KUWAIT, Right, Epée 
23,Abdulla-ABDULLA-45101,20,9999999, EGYPT, Left, Epée 
24,Abdulla-HASANOV-30298,22,9999999, AZERBAIJAN, Right, Sabre 
25,Abdullah-ALHARBI-43757,16,245, KUWAIT, Right, Foil 
26,Abdullah-ALSHAMALI-25216,25,9999999, KUWAIT, Right, Sabre 
27,Abdullah-AL_HAMMADI-26206,24,278, UNITED ARAB EMIRATES, Right, Epée 
28,Abdullah_K-ALDOSSARI-34665,22,9999999, SAUDI ARABIA, Left, Epée 
29,Abdulrahman-AL_HASHEMI-32100,21,9999999, QATAR, Left, Epée 
30,Abdulwahab-ALZAIR-18587,27,9999999, KUWAIT, Left, Sabre 
31,Abdussalam-ABUJTELA-34192,18,194, LIBYA, Left, Epée 
32,Abigail-VALDEZ_ANDRADE-36803,18,376, MEXICO, Right, Sabre 
33,Abigail-WATKINS-44161,17,9999999, GREAT BRITAIN, Right, Epée 
34,Abik-BOUNGAB-32425,20,55, ALGERIA, Left, Sabre 
35,Aboubacar-CONTE-40575,22,9999999, GUINEA, Right, Sabre 
36,Abraham-RODRIGUEZ-16063,31,164, VENEZUELA, Right, Sabre 
37,Abraham_Mohamed_Yacine-FOFANA-43453,20,9999999, COTE D'IVOIRE, Right, Epée 
38,Abror-SOBIROV-34985,21,257, UZBEKISTAN, Left, Foil 
39,Acyl-MAAZIZ-39311,20,9999999, ALGERIA, Right, Sabre 
40,Adam-DOMANSKI-30225,23,9999999, GERMANY, Left, Sabre 
41,Adam-GREEN-37186,20,9999999, USA, Right, Sabre 
42,Adam-LARSSON-6214,41,900, SWEDEN, Right, Epée 
43,Adam-MACSKA-37411,18,394, ROMANIA, Left, Epée 
44,Adam-MATHIEU-29914,24,95, USA, Right, Foil 
45,Adam-NAZARALI-33412,21,9999999, CANADA, Left, Foil 
46,Adam-PODRALSKI-45074,16,476, POLAND, Right, Foil 
47,Adam-REYNOLDS-27883,56,9999999, AUSTRALIA, Right, Foil 
48,Adam-RODNEY-19090,33,240, USA, Right, Epée 
49,Adam-SKRODZKI-5464,35,9999999, POLAND, Right, Sabre 
50,Adam-Skrodzki-5464,35,9999999, POLAND, Right, Sabre 
51,Adam_Nicholas-LINDBICHLER-29562,27,9999999, MALAYSIA, Right, Sabre 
52,Adel-ALMUTAIRI-34654,20,9999999, SAUDI ARABIA, Right, Sabre 
53,Adela-DANCIU-30070,24,342, ROMANIA, Right, Epée 
54,Adele-KAROBLYTE-31110,23,9999999, LITHUANIA, Right, Epée 
55,Adelina-BIKBULATOVA-40499,17,9999999, RUSSIA, Right, Foil 
56,Adelina-ZAGIDULLINA-27237,26,33, RUSSIA, Right, Foil 
57,Adelina-Zagidullina-27237,26,33, RUSSIA, Right, Foil 
58,Adelya-ABDRAKHMANOVA-33069,21,74, RUSSIA, Right, Foil 
59,Adem_Abdelhacib-IZEM-42966,17,571, ALGERIA, Right, Sabre 
60,Adham-AZZEITOUNI-32827,21,9999999, LIBYA, Right, Epée 
61,Adham-MOATAZ-45730,15,9999999, EGYPT, Right, Sabre 
62,Adi-GUTMAN-30575,21,9999999, ISRAEL, Left, Epée 
63,Adiact_Samuel-ESPINOZA_SOMOZA-36510,22,9999999, NICARAGUA, Right, Epée 
64,Adilson_Jose_F_-ANTONIO-30964,26,360, ANGOLA, Right, Epée 
65,Adja_Mbayang-THIAM-34514,22,9999999, SENEGAL, Right, Sabre 
67,Adrian-ACUNA_RAMIREZ-30634,22,104, MEXICO, Right, Sabre 
68,Adrian-DABIJA-30620,21,256, ROMANIA, Right, Epée 
69,Adrian-DEGEN-36762,19,342, GERMANY, Right, Sabre 
70,Adrian-GRIFFIN-36362,51,9999999, GREAT BRITAIN, Left, Epée 
71,Adrian-LEE-35677,63,9999999, IRELAND, Right, Foil 
73,Adrian-POP-7910,33,9999999, ROMANIA, Right, Epée 
74,Adrian-SESSIONS-42092,72,9999999, USA, Right, Foil 
75,Adrian-VAZQUEZ-37524,22,9999999, MEXICO, Right, Foil 
76,Adrian-VILLAPALOS-34550,19,9999999, SPAIN, Right, Foil 
77,Adrian-WAGNER-36456,27,9999999, GERMANY, Right, Epée 
78,Adrian-WOJTKOWIAK-33646,20,330, POLAND, Right, Foil 
79,Adrian_Ciprian-SZILAGYI-17761,31,717, ROMANIA, Right, Epée 
80,Adrian_Elias-MANZANERO-37522,21,406, MEXICO, Right, Foil 
81,Adriana-ALBINI-29583,63,9999999, ITALY, Right, Sabre 
82,Adriana-ATTAR_COHEN-19091,37,9999999, ARGENTINA, Right, Sabre 
83,Adriana_Yineth-IBANEZ_VILLALBA-30952,21,9999999, COLOMBIA, Right, Sabre 
84,Adrianna-FRACKOWIAK-32193,21,9999999, POLAND, Right, Foil 
85,Adrianny-TORRES-25041,24,9999999, VENEZUELA, Right, Sabre 
86,Adrien-GUYADER-36396,21,9999999, FRANCE, Right, Sabre 
87,Adrien-PERROUD-41769,19,364, SWITZERLAND, Right, Sabre 
88,Adrien-RAMIREZ-9614,33,9999999, FRANCE, Right, Epée 
89,Adrien-THEIN_SANDLER-38604,19,9999999, USA, Right, Epée 
90,Adrienn-FELKER-30082,23,9999999, HUNGARY, Right, Epée 
91,Afnane_Djaouaher-BELKAHLA_-46228,15,9999999, ALGERIA, Right, Sabre 
92,Agne-SVELNIENE-9557,30,9999999, LITHUANIA, Right, Epée 
93,Agnes-RUTHERFORD-16887,64,9999999, FRANCE, Right, Sabre 
94,Agnese-LUCIFORA-32051,23,712, ITALY, Right, Epée 
95,Agostina_Cielo-AGUIRRE_CAMINOTTI-21009,29,9999999, ARGENTINA, Right, Sabre 
96,Agota-BALOT-15645,65,9999999, AUSTRIA, Right, Epée 
97,Agustin_Adolfo-GUSMAN-37605,20,275, ARGENTINA, Right, Epée 
98,Agustina-MACRI-27228,25,485, ARGENTINA, Left, Foil 
99,Ahmad-ELSOKKARY-32941,21,35, EGYPT, Left, Epée 
100,Ahmad-JAWAD-16867,30,9999999, IRAQ, Right, Sabre 
101,Ahmad-POOR-29877,25,9999999, QATAR, Right, Sabre 
102,Ahmad_Abbas_I_-ALHUSSAIN-30942,22,360, SAUDI ARABIA, Right, Epée 
103,Ahmad_Reza-SHAHMIRI-36930,20,9999999, IRAN, Left, Sabre 
104,Ahmed-ABDELKADER-32458,21,9999999, EGYPT, Right, Epée 
105,Ahmed-ALAMRI-34655,20,593, SAUDI ARABIA, Right, Sabre 
106,Ahmed-ALJNEIBI-37420,21,9999999, UNITED ARAB EMIRATES, Right, Epée 
107,Ahmed-AMR-28464,27,58, EGYPT, Right, Sabre 
108,Ahmed-EHAB-30331,23,9999999, EGYPT, Left, Sabre 
109,Ahmed-ELSAGHIR-13262,32,385, EGYPT, Right, Epée 
110,Ahmed-ELSAYED-32464,20,49, EGYPT, Right, Epée 
111,Ahmed-EL_AKKAD-30381,23,9999999, MOROCCO, Right, Foil 
112,Ahmed-ESAHERI-34175,18,191, LIBYA, Right, Epée 
113,Ahmed-FERJANI-35036,18,65, TUNISIA, Right, Sabre 
114,Ahmed-HAZEM_ZEIN-21342,75,9999999, EGYPT, Right, Foil 
115,Ahmed-HAZEM_ZEINELABDIN-21342,75,9999999, EGYPT, Right, Foil 
116,Ahmed-NABIL-11513,32,9999999, EGYPT, Left, Epée 
117,Ahmet-AGAYEV-29603,31,783, TURKMENISTAN, Left, Epée 
118,Ahmet-MBODJ-38225,32,9999999, SENEGAL, Right, Sabre 
120,Aibike-KHABIBULLINA-27310,23,134, KAZAKHSTAN, Right, Sabre 
121,Aida-MOHAMED-4164,42,60, HUNGARY, Left, Foil 
122,Aida-SHANAEVA-10050,32,9999999, RUSSIA, Right, Foil 
123,Aida-YASSER-33989,21,9999999, EGYPT, Right, Foil 
124,Aidan-CLARKE-22059,30,9999999, IRELAND, Right, Epée 
125,Aidee-HERNANDEZ-24724,24,9999999, MEXICO, Right, Foil 
126,Aigerim-SARYBAY-32989,21,143, KAZAKHSTAN, Right, Sabre 
127,Aikaterini_Maria-KONTOCHRISTOPOULOU-28651,21,154, GREECE, Right, Foil 
128,Aikaterini_maria-Kontochristopoulou-28651,21,154, GREECE, Right, Foil 
129,Aimara-TABLADA_PIMIENTA-27539,25,109, CUBA, Right, Sabre 
130,Aimee-SCHRYER-23419,28,9999999, CANADA, Left, Foil 
131,Aimen-HDAGA-32766,27,9999999, LIBYA, Right, Epée 
132,Ainhoa-PEREZ-39574,17,9999999, SPAIN, Right, Sabre 
133,Ainhoa-VOGEL-38726,17,9999999, GERMANY, Left, Foil 
134,Aissa-BOUCHAHRI-12721,33,9999999, KUWAIT, Right, Epée 
135,Aissam-RAMI-11924,43,399, MOROCCO, Right, Epée 
136,Aizanat-MURTAZAEVA-40510,17,42, RUSSIA, Right, Epée 
137,Ajinkya_Ashok-DUDHARE-18910,28,905, INDIA, Left, Epée 
138,Ajna-KORENY-28236,22,9999999, HUNGARY, Right, Foil 
139,Akane-CHIBA-39203,20,9999999, JAPAN, Left, Foil 
140,Akihiro-SHIKINE-30871,22,9999999, JAPAN, Right, Foil 
142,Akira-KOMATA-34396,20,358, JAPAN, Right, Epée 
143,Akmel_Gery_Valens-BEUGRE-31218,26,9999999, COTE D'IVOIRE, Right, Sabre 
144,Akos-MORVAI-34495,20,590, HUNGARY, Right, Sabre 
145,Akram-BOUNABI-32427,19,93, ALGERIA, Right, Sabre 
146,Aksel_Bjerre-FERNANDES-42727,17,9999999, USA, Right, Sabre 
147,Akseli-HEINAMAA-42076,16,535, FINLAND, Right, Epée 
148,Akvile-KATKOVAITE-31107,22,9999999, LITHUANIA, Right, Epée 
149,Al_Musawi-MURTADHA-28583,21,254, IRAQ, Right, Sabre 
150,Al_Yacine-OURO_AGORO-45980,15,9999999, TOGO, Right, Epée 
151,Al_Zeyadi-ALI_AMAMI-28579,22,9999999, IRAQ, Right, Epée 
152,Alaaeldin-ABOUELKASSEM-18031,28,17, EGYPT, Left, Foil 
153,Alam_Alberto-FERRIZ-37523,24,9999999, MEXICO, Right, Foil 
155,Alan-FARDZINOV-31152,23,149, RUSSIA, Right, Epée 
156,Alan-KESAEV-45712,19,9999999, RUSSIA, Right, Epée 
157,Alan-TEMIRYAEV-42606,18,9999999, USA, Left, Epée 
158,Alanis-RIVERA_ROIG-32301,20,9999999, PUERTO RICO, Left, Foil 
159,Alanna-GOLDIE-22533,24,38, CANADA, Right, Foil 
160,Alara-OZDENLER-36196,18,9999999, TURKEY, Right, Sabre 
161,Alba_Elizabeth-MARROQUIN_CASTANEDA-2361,34,9999999, EL SALVADOR, Right, Sabre 
162,Alban-BERGES-32447,22,9999999, FRANCE, Right, Sabre 
163,Alban-GARROUSTE-45022,24,9999999, FRANCE, Right, Foil 
164,Alberta-SANTUCCIO-23170,24,29, ITALY, Right, Epée 
165,Alberta-Santuccio-23170,24,29, ITALY, Right, Epée 
166,Alberto-ARPINO-35850,20,189, ITALY, Right, Sabre 
167,Alberto-CANDIDA_DE_MATTEO-32274,22,9999999, ITALY, Right, Epée 
168,Alberto-CASTIGLIONI-39323,20,9999999, ITALY, Left, Foil 
169,Alberto-CORMIO-39093,20,9999999, ITALY, Right, Sabre 
170,Alberto-DEI_ROSSI-28300,22,9999999, ITALY, Right, Foil 
171,Alberto-FEIRA_CHIOS-33462,59,9999999, ITALY, Right, Sabre 
172,Alberto-FORNASIR-38819,18,9999999, ITALY, Right, Sabre 
173,Alberto-LEONE-32576,23,9999999, ITALY, Right, Epée 
174,Alberto-PELLEGRINI-11021,30,82, ITALY, Right, Sabre 
175,Alberto-Pellegrini-11021,30,82, ITALY, Right, Sabre 
176,Alberto-STELLA-32269,23,726, ITALY, Right, Foil 
177,Albina-ABDURAHMONOVA-26329,27,183, UZBEKISTAN, Right, Epée 
178,Aldo-MONTANO-4586,40,29, ITALY, Right, Sabre 
179,Aldo-SANCHEZ-43530,20,9999999, MEXICO, Right, Epée 
180,Aleh-PIMENAU-28251,57,338, NETHERLANDS, Right, Sabre 
181,Alejandra-BENITEZ-8745,38,46, VENEZUELA, Right, Sabre 
182,Alejandra-CISNEROS-24829,28,157, SPAIN, Right, Epée 
183,Alejandra-FLORES-16790,27,192, CHILE, Right, Foil 
184,Alejandra-MUNOZ-28891,24,9999999, CHILE, Right, Foil 
185,Alejandra-SANCHEZ_MARCOS-37001,19,9999999, SPAIN, Right, Sabre 
186,Alejandra-TERAN-24660,27,145, MEXICO, Right, Epée 
187,Alejandra_A_-CARBONE-1424,43,9999999, ARGENTINA, Right, Foil 
188,Alejandra_Jhonay-BENITEZ_ROMERO-8745,38,46, VENEZUELA, Right, Sabre 
189,Alejandro-ARCE-39273,18,9999999, PANAMA, Right, Epée 
190,Alejandro-ESCALERA-32500,23,9999999, PUERTO RICO, Right, Sabre 
191,Aleksander-STASZULONEK-26680,25,483, POLAND, Right, Epée 
192,Aleksandra-DVORYANCHIKOVA-31491,43,9999999, FINLAND, Right, Epée 
193,Aleksandra-FRACKOWIAK-32192,21,9999999, POLAND, Right, Foil 
194,Aleksandra-JEGLINSKA-41843,19,262, POLAND, Left, Foil 
195,Aleksandra-KOTEVSKI-38181,22,174, AUSTRALIA, Right, Epée 
196,Aleksandra-SHELTON-5471,36,40, USA, Right, Sabre 
197,Aleksandra-SOCHA-5471,36,40, USA, Right, Sabre 
198,Aleksandra-SZKLAR-31921,23,9999999, POLAND, Right, Epée 
199,Aleksandra-ZAMACHOWSKA-29878,23,50, POLAND, Right, Epée 
200,Aleksey-TISHKO-20124,34,9999999, UZBEKISTAN, Left, Epée 
201,Alekxandra-ECHEVERRIA-27260,24,156, MEXICO, Right, Sabre 
202,Alekxsandra-ECHEVERRIA-27260,24,156, MEXICO, Right, Sabre 
203,Alely-HERNANDEZ-22401,27,84, MEXICO, Right, Foil 
204,Alen-HADZIC-23320,27,400, USA, Right, Epée 
205,Alena-KOMAROVA-26764,22,89, RUSSIA, Left, Epée 
206,Alessandra-BOZZA-35123,19,317, ITALY, Left, Epée 
207,Alessandra-CONTI-43200,20,9999999, ITALY, Right, Foil 
208,Alessandra-LUCCHINO-4550,34,9999999, ITALY, Right, Sabre 
209,Alessandra-PETRIGNANI-41870,20,9999999, ITALY, Left, Foil 
210,Alessandra-PISANO-37568,20,9999999, ITALY, Left, Foil 
211,Alessandra-SEGATTO-37160,19,9999999, ITALY, Right, Epée 
212,Alessandra-VOLONTERI-45271,18,9999999, FRANCE, Right, Foil 
213,Alessandra_Valeri-AICARDI_GONZALEZ-35412,22,209, PANAMA, Right, Epée 
214,Alessandro-BERTOLAZZI-26577,23,9999999, ITALY, Right, Foil 
215,Alessandro-CINI-42566,19,9999999, ITALY, Left, Epée 
216,Alessandro-CONTRERAS-46004,18,9999999, USA, Left, Sabre 
217,Alessandro-DACCOLTI-36673,28,9999999, ITALY, Right, Epée 
218,Alessandro-DI_BELLA-4466,53,9999999, ITALY, Right, Epée 
219,Alessandro-FIORAMANTI-37069,25,9999999, ITALY, Right, Epée 
220,Alessandro-GRIDELLI-32041,21,427, ITALY, Right, Foil 
221,Alessandro-GUSSONI-32264,22,9999999, ITALY, Right, Epée 
222,Alessandro-MICHON-26553,26,9999999, LEBANON, Right, Epée 
223,Alessandro-PAROLI-17583,29,144, ITALY, Right, Foil 
224,Alessandro-STELLA-42539,19,9999999, ITALY, Right, Foil 
225,Alessandro-TACCANI-21004,26,153, ARGENTINA, Right, Epée 
226,Alessia-DI_CARLO-45303,17,9999999, ITALY, Right, Sabre 
227,Alessia-PIZZINI-42999,17,9999999, ITALY, Left, Epée 
228,Alessio-DI_TOMMASO-41836,17,286, ITALY, Right, Foil 
229,Alessio-FOCONI-15860,29,1, ITALY, Right, Foil 
230,Alessio-PREZIOSI-37066,19,372, ITALY, Right, Epée 
231,Alex-CAI-39143,18,340, CANADA, Right, Foil 
232,Alex-CUCOS-34220,20,9999999, CANADA, Right, Epée 
233,Alex-DUDUC-31900,21,427, SLOVAKIA, Right, Epée 
234,Alex-FAVA-15542,29,11, FRANCE, Right, Epée 
235,Alex-LIM-12372,33,369, CANADA, Right, Foil 
236,Alex-OROIAN-43815,19,610, ROMANIA, Right, Epée 
237,Alex-SCHERBAKOFF-7983,69,9999999, AUSTRALIA, Right, Sabre 
238,Alex-TOFALIDES-22256,25,36, CYPRUS, Left, Foil 
239,Alex_Hong-GU-40548,17,9999999, MACAO, Right, Foil 
240,Alexander-ASUAJE_POLANCO-30766,25,9999999, VENEZUELA, Right, Epée 
241,Alexander-BIRO-43327,17,9999999, AUSTRIA, Right, Epée 
242,Alexander-BOGERT-35611,19,9999999, USA, Right, Epée 
243,Alexander-BREMS-28684,21,9999999, DENMARK, Right, Epée 
244,Alexander-CHAPLYGIN-40515,19,9999999, RUSSIA, Right, Sabre 
245,Alexander-CHERNYKH-22103,42,9999999, KYRGYZSTAN, Right, Epée 
246,Alexander-CHOUPENITCH-21765,24,19, CZECH REPUBLIC, Right, Foil 
247,Alexander-CRUTCHETT-15547,29,9999999, GREAT BRITAIN, Right, Sabre 
248,Alexander-EDWARDS-31722,22,802, GREAT BRITAIN, Right, Epée 
249,Alexander-ENGLISH-38614,18,983, AUSTRALIA, Left, Epée 
250,Alexander-KAHL-30314,25,43, GERMANY, Right, Foil 
251,Alexander-KASATOV-33540,70,9999999, RUSSIA, Right, Epée 
252,Alexander-KORLATH-23572,25,980, AUSTRIA, Right, Epée 
253,Alexander-KUNZ_MALAGAMBA-37615,19,9999999, MEXICO, Right, Foil 
254,Alexander-LAHTINEN-14523,27,9999999, FINLAND, Right, Epée 
255,Alexander-LLOYD-29851,22,455, GREAT BRITAIN, Right, Foil 
256,Alexander-MASSIALAS-21958,24,8, USA, Right, Foil 
257,Alexander-PIVOVAROV-29203,23,244, RUSSIA, Left, Foil 
258,Alexander-POSNOV-19035,67,9999999, RUSSIA, Right, Epée 
259,Alexander-SAYGIN-14101,62,9999999, RUSSIA, Right, Sabre 
260,Alexander-SELLS-36755,18,9999999, AUSTRALIA, Right, Epée 
261,Alexander-SIROTKIN-38622,21,75, RUSSIA, Right, Foil 
262,Alexander-TRUSHAKOV-29192,24,77, RUSSIA, Right, Sabre 
263,Alexander-TSINIS-10335,38,175, USA, Left, Epée 
264,Alexander-TSORONIS-20601,25,124, DENMARK, Right, Foil 
265,Alexander-Trushakov-29192,24,77, RUSSIA, Right, Sabre 
266,Alexander-VORONKEVICH-41651,53,9999999, RUSSIA, Left, Foil 
267,Alexander-WAGNER-37351,28,9999999, SWEDEN, Right, Sabre 
268,Alexander-WEBER-3879,41,9999999, ARGENTINA, Left, Sabre 
269,Alexander-ZAYTSEV-21506,61,9999999, RUSSIA, Right, Epée 
270,Alexander_S_-EGELUND-20576,25,9999999, DENMARK, Right, Epée 
271,Alexandr-KELLERMAN-32165,22,9999999, KAZAKHSTAN, Right, Epée 
272,Alexandr-SAVIN-40852,18,9999999, KAZAKHSTAN, Right, Epée 
273,Alexandra-AVENA-19136,33,9999999, MEXICO, Right, Epée 
274,Alexandra-BLUM-28111,24,268, SWITZERLAND, Left, Epée 
275,Alexandra-BRONDUM-40164,17,489, DENMARK, Right, Foil 
276,Alexandra-BUJDOSO-12792,28,9999999, GERMANY, Right, Sabre 
277,Alexandra-DAVIS-40362,21,336, GREAT BRITAIN, Right, Sabre 
278,Alexandra-EHLER-28333,23,109, GERMANY, Right, Epée 
279,Alexandra-GEVAERT-30152,22,277, BELGIUM, Right, Sabre 
280,Alexandra-HELY-36945,17,9999999, AUSTRALIA, Right, Sabre 
281,Alexandra-IONICA_CARSTEA-28108,25,9999999, ROMANIA, Right, Epée 
282,Alexandra-KLIMOVA-35111,20,221, RUSSIA, Right, Sabre 
283,Alexandra-KRALYUK-37143,19,320, KAZAKHSTAN, Left, Epée 
284,Alexandra-LOUIS_MARIE-32174,22,273, FRANCE, Left, Epée 
285,Alexandra-MAGDICH-23167,26,9999999, RUSSIA, Right, Epée 
286,Alexandra-NDOLO-18515,32,53, GERMANY, Left, Epée 
287,Alexandra-NEVERDINOVA-41667,19,9999999, RUSSIA, Right, Epée 
288,Alexandra-POWELL-43672,18,9999999, GREAT BRITAIN, Right, Epée 
289,Alexandra-PREDESCU-32471,19,252, ROMANIA, Left, Epée 
290,Alexandra-SENYUTA-17524,27,65, UKRAINE, Left, Foil 
291,Alexandra-SHATALOVA-21810,27,9999999, RUSSIA, Right, Sabre 
292,Alexandra-SUNDUCHKOVA-40356,18,174, RUSSIA, Left, Foil 
293,Alexandre-BARDENET-17748,28,44, FRANCE, Right, Epée 
294,Alexandre-BLASZYCK-12425,31,341, FRANCE, Right, Epée 
295,Alexandre-BOUZAID-2736,37,64, SENEGAL, Left, Epée 
296,Alexandre-BURGUN-15071,33,200, AUSTRALIA, Right, Epée 
297,Alexandre-CAMARGO-34743,19,98, BRAZIL, Left, Epée 
298,Alexandre-DOUGLAS-32870,20,498, AUSTRALIA, Right, Sabre 
299,Alexandre-EDIRI-34638,20,125, FRANCE, Right, Foil 
300,Alexandre-LYSSOV-23399,24,9999999, CANADA, Right, Epée 
301,Alexandre-OBERSON-26332,24,9999999, SWITZERLAND, Right, Epée 
302,Alexandre-PITTET-30549,23,75, SWITZERLAND, Left, Epée 
303,Alexandre-POIZAT-45420,18,433, BELGIUM, Right, Sabre 
304,Alexandre-SIDO-30808,22,123, FRANCE, Right, Foil 
305,Alexandre-WOOG-7887,34,592, ISRAEL, Right, Sabre 
306,Alexandros-KONTOGIANNIS-3915,33,9999999, GREECE, Right, Epée 
307,Alexandros-POLIAKOV-29301,23,352, GREECE, Right, Sabre 
308,Alexandru-JELEZOV-8244,35,221, MOLDOVA, Left, Foil 
309,Alexandru-PIRVA-41000,17,300, ROMANIA, Right, Foil 
310,Alexandru-SIRB-41884,17,418, ROMANIA, Right, Foil 
311,Alexanne-VERRET-34218,20,198, CANADA, Right, Epée 
312,Alexei-EFROSININ-30401,23,9999999, ITALY, Right, Epée 
313,Alexey-ARKHIPOV-43034,48,666, RUSSIA, Right, Epée 
314,Alexey-CHEREMISINOV-15375,33,6, RUSSIA, Right, Foil 
315,Alexey-CHUEV-35110,21,9999999, RUSSIA, Right, Foil 
316,Alexey-DADAEV-36358,22,9999999, RUSSIA, Right, Sabre 
317,Alexey-KALININ-23684,26,9999999, RUSSIA, Right, Epée 
318,Alexey-KHOVANSKIY-12693,31,9999999, RUSSIA, Right, Foil 
319,Alexey-MATUSHKIN-38891,34,9999999, RUSSIA, Right, Sabre 
320,Alexey-RASSOLOV-35719,21,9999999, RUSSIA, Right, Epée 
321,Alexey-TIKHOMIROV-9989,35,9999999, RUSSIA, Right, Epée 
322,Alexey-YAKIMENKO-5861,35,9999999, RUSSIA, Left, Sabre 
323,Alexis-ANGLADE-35685,17,228, USA, Right, Sabre 
324,Alexis-BAYARD-27993,22,70, SWITZERLAND, Left, Epée 
325,Alexis-BROWNE-38659,19,382, USA, Right, Sabre 
327,Alexis-MESSIEN-45866,17,9999999, FRANCE, Left, Epée 
328,Alexis_D__Anna-RUDKOVSKA-23509,27,9999999, CANADA, Right, Epée 
329,Alexzander-RWAMASHONGYE-45473,26,9999999, USA, Right, Epée 
331,Ali-ALAMIRI-40183,18,661, BAHRAIN, Right, Foil 
332,Ali-ALBINALI-34659,19,9999999, SAUDI ARABIA, Right, Foil 
333,Ali-ALBLOOSHI-36449,19,9999999, UNITED ARAB EMIRATES, Right, Foil 
334,Ali-ALSAEDI-36942,17,633, IRAQ, Left, Sabre 
335,Ali-AL_SULAITI-37129,17,928, QATAR, Right, Epée 
336,Ali-HUANG-34888,21,199, CHINA, Right, Foil 
337,Ali-MAFTOUH-41240,20,571, MOROCCO, Right, Sabre 
338,Ali-OWAIDA-37131,19,518, QATAR, Right, Foil 
339,Ali-PAKDAMAN-22252,28,13, IRAN, Right, Sabre 
340,Ali-SALMAN-29279,23,678, IRAQ, Right, Foil 
341,Ali_Bader-KARAM-36015,21,9999999, KUWAIT, Right, Epée 
342,Ali_Ege-SAY-36790,19,9999999, TURKEY, Right, Epée 
343,Ali_Fadel-ABBAS-32957,23,117, KUWAIT, Right, Foil 
344,Aliaksandr-BUIKEVICH-1803,34,9999999, BELARUS, Left, Sabre 
345,Aliaksandr-Buikevich-1803,34,9999999, BELARUS, Left, Sabre 
346,Aliaksandr-CHALIANKOV-1804,32,9999999, BELARUS, Left, Foil 
347,Aliaksandr-HRUZDINSKI-30316,54,9999999, BELARUS, Right, Sabre 
348,Aliaksandr-KOLCHUK-38982,53,9999999, BELARUS, Right, Foil 
349,Aliaksandr-NIKALAICHUK-31794,55,9999999, BELARUS, Right, Foil 
350,Aliaksandr-PAKLONSKI-42055,52,9999999, BELARUS, Right, Foil 
351,Aliaksandra-KHMIALNITSKAYA-39369,21,9999999, BELARUS, Right, Foil 
352,Alialjasad-SALMAN-28577,23,9999999, IRAQ, Right, Epée 
353,Alibek-SULEIMENOV-43303,20,9999999, KAZAKHSTAN, Right, Epée 
354,Alice-CARLASSARE-34229,21,9999999, ITALY, Right, Epée 
355,Alice-CASSANO-34361,21,9999999, ITALY, Right, Epée 
356,Alice-CLEMENTSON-32714,23,9999999, AUSTRALIA, Right, Sabre 
357,Alice-CLERICI-29962,22,66, ITALY, Right, Epée 
358,Alice-CONRAD-45384,18,9999999, FRANCE, Right, Epée 
359,Alice-GIURSI-37941,19,9999999, ITALY, Right, Sabre 
360,Alice-PIETRARELLI-42774,19,9999999, ITALY, Right, Foil 
361,Alice-RECHER-36799,19,290, FRANCE, Right, Foil 
362,Alice-SHECHTMAN-27113,23,9999999, ISRAEL, Right, Epée 
363,Alice-VIDAL-46017,24,276, FRANCE, Right, Foil 
364,Alice-VOLPI-19878,26,2, ITALY, Right, Foil 
365,Alice-Volpi-19878,26,2, ITALY, Right, Foil 
366,Alicia-WATSON-39492,19,9999999, FRANCE, Right, Foil 
