,ID,Edad,FieRanking,Nacionalidad,Mano,Arma
6294,Vakil-NASIBOV-18603,28,9999999, AZERBAIJAN, Right, Epée 
6295,Valentin-BLAGNICEANU-33853,23,9999999, ROMANIA, Right, Epée 
6296,Valentin-PIREK-21600,27,727, SWITZERLAND, Left, Epée 
6297,Valentin-SANNIER-26902,25,9999999, FRANCE, Right, Epée 
6298,Valentina-BOS-37790,19,9999999, SWITZERLAND, Right, Epée 
6311,Valeria-CSONKA-38783,22,379, HUNGARY, Right, Epée 
6313,Valeria-LARA-45154,15,9999999, MEXICO, Left, Epée 
6315,Valerie-ASHER-8780,58,9999999, USA, Right, Epée 
6318,Valerio-CUOMO-37711,20,78, ITALY, Right, Epée 
6320,Valeriy-ZHARSKYY-16181,30,9999999, UKRAINE, Right, Epée 
6322,Valeriya-CHUKLINOVA-38612,20,9999999, RUSSIA, Right, Epée 
6326,Valter-MICKWITZ-29838,22,9999999, FINLAND, Right, Epée 
6330,Vanessa-DIB-39406,18,9999999, CANADA, Left, Epée 
6333,Vanessa-LACAS_WARRICK-23726,24,9999999, CANADA, Right, Epée 
6334,Vanessa-RIEDMUELLER-32168,21,208, GERMANY, Right, Epée 
6337,Vasco-LOURENCO-23865,24,410, PORTUGAL, Right, Epée 
6343,Vedran-MARKOTA-44277,17,662, CROATIA, Right, Epée 
6344,Vedran-SABAN-28284,24,9999999, CROATIA, Right, Epée 
6348,Ventsislava-DENINSKA-26413,24,363, BULGARIA, Right, Epée 
6349,Vera_Maia_Devi-KANEVSKI-32570,19,291, ISRAEL, Right, Epée 
6350,Verity-HILLIER-37541,34,9999999, GREAT BRITAIN, Right, Epée 
6354,Veronica_J_-VAZQUEZ-34669,21,9999999, PUERTO RICO, Right, Epée 
6355,Veronika-BIELESZOVA-40217,16,440, CZECH REPUBLIC, Left, Epée 
6357,Veronika-ROJKOVA-37912,21,99, UZBEKISTAN, Right, Epée 
6358,Veronika-SOLOVIEVA-25217,27,9999999, RUSSIA, Right, Epée 
6359,Veronika-ZUIKOVA-24911,24,267, ESTONIA, Right, Epée 
6365,Viacheslav-KARPOV-34582,21,979, BELARUS, Right, Epée 
6368,Vicente_Antonio-ROJAS_CRUZ-36497,20,9999999, NICARAGUA, Right, Epée 
6374,Victor-LOMELI-46020,17,9999999, MEXICO, Right, Epée 
6375,Victor-LUPRANO-38936,21,846, SWITZERLAND, Right, Epée 
6377,Victor-VAGGO-28829,23,9999999, SWEDEN, Left, Epée 
6378,Victor-VILCEANU-23623,26,568, ROMANIA, Right, Epée 
6379,Victor-VILLALBA-34198,22,9999999, SPAIN, Right, Epée 
6380,Victor_Cheng-JI-41834,17,9999999, CANADA, Right, Epée 
6382,Victoria-HIDE-34364,20,720, GREAT BRITAIN, Right, Epée 
6383,Victoria-KUZMENKOVA-31623,23,621, RUSSIA, Right, Epée 
6384,Victoria-MO-28659,30,255, USA, Right, Epée 
6385,Victoria-VIZEU-45940,14,9999999, BRAZIL, Right, Epée 
6387,Victoria_Ann_Xiu_Yan-LIM-22654,29,194, SINGAPORE, Right, Epée 
6389,Vikte-AZUKAITE-31104,22,172, LITHUANIA, Right, Epée 
6390,Viktor-ARTIUKHOV-36869,21,9999999, RUSSIA, Right, Epée 
6393,Viktor-SALETIS-42053,49,919, LITHUANIA, Right, Epée 
6394,Viktor-SOKOLOV-14325,65,9999999, UKRAINE, Right, Epée 
6397,Viktoria-LEJON-24541,24,770, SWEDEN, Right, Epée 
6401,Viktoria_Luise-KOCH-28717,24,433, SWITZERLAND, Right, Epée 
6403,Ville-ROSENLUND-12211,43,9999999, FINLAND, Right, Epée 
6406,Vincent-ALSTON-15789,29,9999999, SWEDEN, Left, Epée 
6409,Vincent-PELLETIER-7828,42,935, CANADA, Right, Epée 
6415,Violeta-FERRARI-46474,15,9999999, ARGENTINA, Right, Epée 
6416,Violeta-RAMIREZ_PEGUERO-10207,32,169, DOMINICAN REPUBLIC, Left, Epée 
6417,Violetta-KHRAPINA-27238,24,91, RUSSIA, Left, Epée 
6418,Violetta-KOLOBOVA-18949,27,16, RUSSIA, Right, Epée 
6421,Virgile-MARCHAL-17746,28,283, FRANCE, Right, Epée 
6424,Vitali-SOKOLOVSKI-21540,26,9999999, BELARUS, Right, Epée 
6426,Vito-CAPUANO-48423,21,519, ITALY, Right, Epée 
6428,Vittorio-AMENDOLA-32563,24,493, ITALY, Right, Epée 
6433,Vivien-VARNAI-24404,24,189, HUNGARY, Right, Epée 
6438,Vlada-KHARKOVA-29074,22,200, UKRAINE, Right, Epée 
6439,Vladimir-CHICHEV-38587,20,387, RUSSIA, Right, Epée 
6442,Vladimir-TEREKHIN-33550,29,535, RUSSIA, Right, Epée 
6448,Vladyslav-BOYKOV-24647,48,9999999, UKRAINE, Right, Epée 
6449,Vojdan-CHADO_TODOROVSKI-28652,23,9999999, THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Left, Epée 
6450,Volker-FISCHER-11307,68,9999999, GERMANY, Right, Epée 
6451,Volker-HROVAT-1517,78,9999999, AUSTRALIA, Right, Epée 
6453,Volodymyr-SOKOLOV-29674,58,9999999, UKRAINE, Right, Epée 
6454,Volodymyr-STANKEVYCH-30209,23,45, UKRAINE, Right, Epée 
6457,Vyacheslav-VORONIN-20126,33,154, TURKMENISTAN, Right, Epée 
6458,WANG-Yufen-39297,25,309, CHINA, Right, Epée 
6462,Wajdi-ZAYER-32450,22,93, TUNISIA, Right, Epée 
6463,Waleed-ALMUWALLAD-34650,20,9999999, SAUDI ARABIA, Right, Epée 
6465,Walter-DRAGONETTI-6540,61,9999999, USA, Right, Epée 
6467,Wan_Qi-GOH-27880,28,9999999, SINGAPORE, Right, Epée 
6474,Wei_Ting-CHEN-37215,22,9999999, CHINESE TAIPEI, Right, Epée 
6475,Wei_Wen-LIM-21124,33,220, SINGAPORE, Right, Epée 
6478,Weihong-LIN-37745,22,726, CHINA, Right, Epée 
6481,Weixuan-TAN-37346,20,873, SINGAPORE, Right, Epée 
6482,Wen_Ling-LIANG-42716,19,9999999, CHINESE TAIPEI, Right, Epée 
6486,Werner-HENSEL-38662,66,9999999, GERMANY, Right, Epée 
6487,Weronika-JANICKA-38821,19,9999999, POLAND, Left, Epée 
6488,Weronika-RABCZEWSKA-35823,20,9999999, POLAND, Left, Epée 
6490,Wesley-JOHNSON-33403,21,9999999, USA, Right, Epée 
6498,William-BISHOP-22178,28,291, NEW ZEALAND, Left, Epée 
6501,William-EAST-41705,19,977, GREAT BRITAIN, Right, Epée 
6502,William-FAIRWEATHER-18946,72,9999999, AUSTRALIA, Right, Epée 
6505,William-GREALEY-31693,24,967, GREAT BRITAIN, Right, Epée 
6508,William-SMITH-45590,17,9999999, USA, Left, Epée 
6509,William-STURGEON-30505,24,587, GREAT BRITAIN, Left, Epée 
6512,William_Anton-POLLARD-3329,63,9999999, GREAT BRITAIN, Right, Epée 
6513,William_D-OSBALDESTON-8981,78,9999999, GREAT BRITAIN, Right, Epée 
6514,Willian-GASCON-30970,23,268, VENEZUELA, Right, Epée 
6515,Winfried-SUCHANEK-21370,75,9999999, GERMANY, Right, Epée 
6517,Wojciech-KOLANCZYK-36663,19,386, POLAND, Left, Epée 
6518,Wojciech-LUBIENIECKI-34663,19,9999999, POLAND, Right, Epée 
6521,Wolfgang-VEHRS-41756,74,9999999, GERMANY, Right, Epée 
6522,Wongsathon-SONGPRAPHAI-27230,25,198, THAILAND, Left, Epée 
6523,Wonsik-JEONG-38699,24,9999999, KOREA, Right, Epée 
6525,Wooihl-KIM-40126,20,9999999, KOREA, Right, Epée 
6538,Xue-QIN-31092,23,9999999, CHINA, Right, Epée 
6544,YU-Danwoo-40542,22,9999999, KOREA, Left, Epée 
6546,Ya_Fang-CHENG-34727,21,9999999, CHINESE TAIPEI, Right, Epée 
6552,Yam-BEN_TOV-41972,16,9999999, ISRAEL, Left, Epée 
6553,Yamilka-RODRIGUEZ_QUESADA-2200,40,47, CUBA, Right, Epée 
6554,Yan-SIDOROVICH-31153,22,9999999, RUSSIA, Right, Epée 
6555,Yan-SYCH-31985,22,142, UKRAINE, Right, Epée 
6560,Yana-BOTVINIK-34482,20,141, ISRAEL, Right, Epée 
6563,Yana-SHEMYAKINA-6435,33,167, UKRAINE, Right, Epée 
6564,Yana-Shemyakina-6435,33,167, UKRAINE, Right, Epée 
6565,Yana-ZVEREVA-16393,29,149, RUSSIA, Left, Epée 
6566,Yana-Zvereva-16393,29,149, RUSSIA, Left, Epée 
6571,Yangdong-XUE-36996,23,101, CHINA, Left, Epée 
6572,Yania-GAVILAN_SANCHEZ-43511,20,93, CUBA, Right, Epée 
6574,Yannick-BOREL-19856,30,1, FRANCE, Right, Epée 
6575,Yannick-Borel-19856,30,1, FRANCE, Right, Epée 
6576,Yao-XING-39300,18,659, CHINA, Right, Epée 
6587,Yashkeerat_Kaur-HAYER-40380,17,9999999, INDIA, Right, Epée 
6589,Yasmin_Bertin-DROR-39584,17,350, ISRAEL, Right, Epée 
6592,Yasser-METWALLY-35996,22,9999999, EGYPT, Right, Epée 
6597,Yavgen-BORISEVICH-30958,22,9999999, BELARUS, Right, Epée 
6599,Yee_Hang-LAU-46666,16,9999999, HONG KONG, Right, Epée 
6600,Yegor-FATEYEV-37582,18,9999999, KAZAKHSTAN, Left, Epée 
6602,Yein-KO-43621,19,9999999, KOREA, Right, Epée 
6603,Yeisser-RAMIREZ-36104,32,217, USA, Right, Epée 
6604,Yekaterina-BARANOVA-31035,22,9999999, KAZAKHSTAN, Right, Epée 
6607,Yelsin-MORENO-46486,18,473, PANAMA, Right, Epée 
6609,Yen_Chun-LIN-42658,22,185, CHINESE TAIPEI, Right, Epée 
6610,Yen_Yu-LIN-42668,25,9999999, CHINESE TAIPEI, Right, Epée 
6617,Yerlik-SERTAY-37142,20,433, KAZAKHSTAN, Right, Epée 
6622,Yevgeniy-GORBACHUK-37865,20,9999999, UKRAINE, Right, Epée 
6624,Yi_Ru-PAN-42662,23,9999999, CHINESE TAIPEI, Right, Epée 
6627,Yijian-JIANG-46785,17,9999999, CHINA, Right, Epée 
6628,Yik_Hei_Coco-LIN-28847,23,48, HONG KONG, Right, Epée 
6634,Yingming-HOU-28827,29,9999999, CHINA, Right, Epée 
6639,Yiu_Chung-TSUI-8641,40,9999999, HONG KONG, Right, Epée 
6640,Yiwen-SUN-33102,26,4, CHINA, Left, Epée 
6641,Yixuan-XIANG-31089,22,155, CHINA, Right, Epée 
6650,Yonatan-COHEN-46391,15,9999999, ISRAEL, Left, Epée 
6653,Yoni-MIHHAILOVSKY-46388,16,9999999, ISRAEL, Left, Epée 
6654,Yordano_De_La_Caridad-SUAREZ_SANTIUSTE-43512,18,9999999, CUBA, Right, Epée 
6659,Yoshimasa-TAKAKI-44815,61,9999999, JAPAN, Right, Epée 
6662,Yoslaine-CARDENAL_VENTOSA-19132,30,9999999, CUBA, Right, Epée 
6667,Young_Mi-KANG-8284,33,6, KOREA, Left, Epée 
6670,Youngjun-KWEON-16463,31,16, KOREA, Right, Epée 
6671,Youngmo-GU-37383,22,9999999, KOREA, Left, Epée 
6673,Yousef-AL_BADER-35310,17,949, QATAR, Right, Epée 
6674,Yousra-ZEBOUDJ-34445,16,114, ALGERIA, Right, Epée 
6681,Yu-NAMBA-34460,23,9999999, JAPAN, Right, Epée 
6683,Yu_Chen-CHANG-42691,21,9999999, CHINESE TAIPEI, Right, Epée 
6685,Yu_Lin-TSAI-42666,25,9999999, CHINESE TAIPEI, Right, Epée 
6688,Yu_Ting-LAI-27219,27,9999999, CHINESE TAIPEI, Left, Epée 
6690,Yu_Ting-WU-34689,24,9999999, CHINESE TAIPEI, Left, Epée 
6691,Yu_Wen-CHANG-34687,20,9999999, CHINESE TAIPEI, Right, Epée 
6692,Yu_Wen-CHIU-42620,18,9999999, CHINESE TAIPEI, Right, Epée 
6696,Yuataka-YAMAZAKI-14289,65,9999999, JAPAN, Right, Epée 
6698,Yudi-SETIAWAN-44259,33,9999999, INDONESIA, Right, Epée 
6702,Yuexin-SHI-36627,17,140, CHINA, Left, Epée 
6703,Yufen-WANG-39297,25,309, CHINA, Right, Epée 
6705,Yuji-SANADA-27751,61,9999999, JAPAN, Right, Epée 
6706,Yujie-SUN-18973,26,9999999, CHINA, Left, Epée 
6711,Yulen-PEREIRA-26700,23,24, SPAIN, Right, Epée 
6713,Yulia-LICHAGINA-25206,24,817, RUSSIA, Right, Epée 
6718,Yuliya-SVYSTIL-29949,23,146, UKRAINE, Right, Epée 
6719,Yuly-SUVOROV-35974,32,468, USA, Right, Epée 
6721,Yume-KUROKI-34183,24,276, JAPAN, Left, Epée 
6726,Yunior-REYTOR_VENET-29918,30,54, CUBA, Right, Epée 
6727,Yunior_Antonio-MORALES_LOYOLA-43513,22,9999999, CUBA, Right, Epée 
6728,Yunlong-JIAO-18907,30,9999999, CHINA, Right, Epée 
6730,Yurii-ZAPARA-36650,20,9999999, UKRAINE, Right, Epée 
6731,Yuriy-TARANENKO-28875,24,176, UKRAINE, Right, Epée 
6738,Yutaka-YAMAZAKI-14289,65,9999999, JAPAN, Right, Epée 
6741,Yuval-YOSEF-42129,16,9999999, ISRAEL, Right, Epée 
6742,Yuval_Shalom-FREILICH-24944,23,63, ISRAEL, Left, Epée 
6743,Yuya-HIRANO-34307,21,9999999, JAPAN, Left, Epée 
6744,Yves-CARNEC-30187,58,9999999, FRANCE, Right, Epée 
6751,ZAMACHOWSKA-Aleksandra-29878,23,50, POLAND, Right, Epée 
6752,Zacharie_Herve-ROGER-32931,23,9999999, MOROCCO, Right, Epée 
6761,Zhaohao-CHEN-34891,22,9999999, CHINA, Right, Epée 
6762,Zhen-LI-25192,26,9999999, CHINA, Left, Epée 
6766,Zhiwei-LI-46784,17,9999999, CHINA, Right, Epée 
6767,Zi_Shan-GUO-41966,16,55, CANADA, Right, Epée 
6769,Ziga-ZMAUC_KVAR-24551,23,9999999, SLOVENIA, Right, Epée 
6770,Zih_Siang-SYU-42687,24,9999999, CHINESE TAIPEI, Right, Epée 
6771,Zijie-WANG-40234,22,172, CHINA, Right, Epée 
6774,Zinhle_Onako-JOZANA-38039,22,109, SOUTH AFRICA, Right, Epée 
6778,Zoa-DE_WIJN-29026,23,858, NETHERLANDS, Right, Epée 
6779,Zoe-BOULLANGER-42581,21,9999999, FRANCE, Right, Epée 
6784,Zofia-JANELLI-45685,16,9999999, POLAND, Right, Epée 
6787,Zoltan_Michael-KRAMARICS-7219,32,625, NORWAY, Right, Epée 
6788,Zoran-STOJANOVIC-27298,62,9999999, THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Right, Epée 
6789,Zsofia-PARTOS-31893,23,9999999, HUNGARY, Right, Epée 
6791,Zsombor-BANYAI-30080,22,80, HUNGARY, Left, Epée 
6792,Zsuzsa-SCHLIER-35222,18,777, ROMANIA, Left, Epée 
